address,metro_stations,total_info,price,price_per_meter,developer,additional_flat_info,bti_house_data
"Москва, ЦАО, р-н Хамовники, Барыковский пер., 6На карте",Кропоткинская ⋅ 7 мин. пешкомПарк Культуры ⋅ 7 мин. пешкомСмоленская ⋅ 12 мин. пешком,"89,3 м²
Общая
44 м²
Жилая
14 м²
Кухня
2 из 9
Этаж
2009
Построен",55 366 000 ₽,N_A,ALFA REALTOR,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
24-20 м²
Высота потолков
3 м
Санузел
2 раздельных
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Лифты
1 пасс., 1 груз.
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",Зорге ⋅ 13 мин. пешкомПолежаевская ⋅ 15 мин. пешкомХорошево ⋅ 16 мин. пешком,"55,01 м²
Общая
23,3 м²
Жилая
18,6 м²
Кухня
18 из 21
Этаж
2 кв. 2022
Срок сдачи",15 687 300 ₽,N_A,St Michael,N_A,N_A
"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул.На карте",Улица 1905 года ⋅ 6 мин. пешкомКраснопресненская ⋅ 18 мин. пешкомБаррикадная ⋅ 3 мин. на транспорте,"105,79 м²
Общая
26,9 м²
Жилая
38,8 м²
Кухня
8 из 13
Этаж
2 кв. 2022
Срок сдачи",89 128 075 ₽,N_A,VESPER,"Тип жилья
Новостройка
Площадь комнат
26.92 м²
Высота потолков
3 м
Санузел
1 раздельный
Отделка
Чистовая",N_A
"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2",Улица 1905 года ⋅ 5 мин. пешкомБелорусская ⋅ 15 мин. пешкомБеговая ⋅ 3 мин. на транспорте,"90 м²
Общая
48,5 м²
Жилая
15 м²
Кухня
44 из 44
Этаж",38 600 000 ₽,N_A,ТОПБН,N_A,N_A
"Москва, САО, р-н Беговой, Бумажный проезд, 2/2На карте",Белорусская ⋅ 14 мин. пешкомМенделеевская ⋅ 16 мин. пешкомПетровский Парк ⋅ 4 мин. на транспорте,"48 м²
Общая
9 из 20
Этаж
4 кв. 2020
Срок сдачи",20 107 583 ₽,N_A,Wainbridge,"Тип жилья
Новостройка Апартаменты",N_A
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к4На карте",Улица 1905 года ⋅ 14 мин. пешкомВыставочная ⋅ 4 мин. на транспортеШелепиха ⋅ 3 мин. на транспорте,"72,1 м²
Общая
39,4 м²
Жилая
11,9 м²
Кухня
19 из 21
Этаж
4 кв. 2017
Срок сдачи",44 492 910 ₽,N_A,7-й таксомоторный парк,"Тип жилья
Новостройка
Площадь комнат
21.69-17.68 м²
Санузел
1 совмещенный, 1 раздельный",N_A
"Москва, ЗАО, р-н Солнцево, Родниковая ул., 3с1На карте",Румянцево ⋅ 6 мин. на транспортеСолнцево ⋅ 6 мин. на транспортеСаларьево ⋅ 2 мин. на транспорте,"39,8 м²
Общая
17,6 м²
Жилая
9,2 м²
Кухня
5 из 22
Этаж
4 кв. 2022
Срок сдачи",7 526 976 ₽,N_A,Lexion Development,"Тип жилья
Новостройка
Площадь комнат
17.6 м²
Высота потолков
2,95 м
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Вид из окон
Во двор
Отделка
Нет",N_A
"Москва, САО, р-н Хорошевский, Ленинградский просп., 37К5На карте",Аэропорт ⋅ 12 мин. пешкомПетровский Парк ⋅ 12 мин. пешкомДинамо ⋅ 14 мин. пешком,"40,4 м²
Общая
15,2 м²
Жилая
9,1 м²
Кухня
18 из 41
Этаж
4 кв. 2020
Срок сдачи",19 366 487 ₽,N_A,Optima Development,"Тип жилья
Новостройка
Площадь комнат
15.20 м²
Высота потолков
3,1 м
Санузел
1 совмещенный, 1 раздельный
Отделка
Черновая",N_A
"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1С1На карте",Арбатская ⋅ 6 мин. пешкомАлександровский сад ⋅ 11 мин. пешкомБиблиотека им. Ленина ⋅ 10 мин. пешком,"73 м²
Общая
2 из 7
Этаж",70 000 000 ₽,N_A,Kalinka Group,"Тип жилья
Вторичка Апартаменты
Планировка
Смежно-изолированная
Санузел
2 совмещенных
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2017
Тип дома
Блочный
Подъезды
8
Лифты
2 всего
Отопление
Центральное
Аварийность
Нет
Газоснабжение
Центральное"
"Москва, ЦАО, р-н Басманный, Мясницкая ул., 24/7С3На карте",Тургеневская ⋅ 4 мин. пешкомЧистые пруды ⋅ 5 мин. пешкомСретенский бульвар ⋅ 5 мин. пешком,"38,5 м²
Общая
6 из 6
Этаж
2015
Построен",19 000 000 ₽,N_A,Capital Mars,"Тип жилья
Вторичка Апартаменты
Высота потолков
4 м
Санузел
1 совмещенный
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2014
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Нет"
"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2На карте",Беговая ⋅ 3 мин. на транспортеУлица 1905 года ⋅ 12 мин. пешкомБелорусская ⋅ 15 мин. пешком,"42,2 м²
Общая
4 из 44
Этаж
2018
Построен",15 800 000 ₽,N_A,TimeProperty,"Тип жилья
Вторичка Апартаменты
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2018
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет"
"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 7С3На карте",Выставочная ⋅ 12 мин. пешкомДеловой центр ⋅ 15 мин. пешкомМеждународная ⋅ 15 мин. пешком,"57 м²
Общая
19,5 м²
Жилая
26,3 м²
Кухня
8 из 20
Этаж",33 400 000 ₽,N_A,Premium Moscow,"Тип жилья
Вторичка
Планировка
Изолированная
Санузел
1 совмещенный
Балкон/лоджия
1 балкон
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитный
Парковка
Многоуровневая"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 19к3с2На карте",Улица Народного Ополчения откроется в 2020 ⋅ 17 мин. пешкомХорошево ⋅ 20 мин. пешкомПолежаевская ⋅ 4 мин. на транспорте,"36,3 м²
Общая
10,6 м²
Жилая
12,9 м²
Кухня
4 из 20
Этаж
2 кв. 2023
Срок сдачи",9 755 625 ₽,N_A,МИЦ,"Тип жилья
Новостройка
Площадь комнат
10.60 м²
Высота потолков
3,1 м
Санузел
1 совмещенный
Балкон/лоджия
1 балкон, 1 лоджия",N_A
"Москва, ЮЗАО, р-н Академический, ул. Шверника, 6К1",Ленинский проспект ⋅ 10 мин. пешкомАкадемическая ⋅ 8 мин. пешкомКрымская ⋅ 22 мин. пешком,"32 м²
Общая
19 м²
Жилая
6 м²
Кухня
4 из 5
Этаж
1960
Построен",8 950 000 ₽,N_A,ID 12707182,N_A,N_A
"Москва, ЦАО, р-н Пресненский, ул. Трехгорный Вал, 24На карте",Улица 1905 года ⋅ 4 мин. пешкомКраснопресненская ⋅ 10 мин. пешкомБаррикадная ⋅ 13 мин. пешком,"32 м²
Общая
18 м²
Жилая
6 м²
Кухня
4 из 9
Этаж
1966
Построен",12 500 000 ₽,N_A,Capital Mars,"Тип жилья
Вторичка
Площадь комнат
18 м²
Высота потолков
2,7 м
Санузел
1 совмещенный
Балкон/лоджия
1 балкон
Ремонт
Косметический
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
1966
Тип дома
Кирпичный
Тип перекрытий
Железобетонные
Подъезды
1
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Мусоропровод
Есть
Газоснабжение
Центральное"
